# Humidity: z%
# Offset: 15 pts (64.29 deg)
# Pearson r: -0.0878
#
0.248110	0.276947
0.247430	0.279200
0.246917	0.282300
0.245739	0.285418
0.244919	0.286917
0.243673	0.286294
0.241991	0.275208
0.241916	0.268878
0.242158	0.264641
0.243501	0.262585
0.245130	0.263220
0.251237	0.271330
0.254957	0.277766
0.257727	0.283774
0.259976	0.287168
0.260282	0.287324
0.255134	0.279254
0.251075	0.275900
0.247113	0.275411
0.245289	0.277313
0.245453	0.280924
0.253460	0.288364
0.259423	0.289869
0.263773	0.289334
0.265076	0.287015
0.260927	0.284071
0.248025	0.277622
0.244255	0.274795
0.242744	0.272442
0.244983	0.270389
0.249622	0.268815
0.262379	0.266023
0.265243	0.264660
0.263091	0.263525
0.258749	0.262469
0.253507	0.261727
0.246552	0.260790
0.245088	0.260483
0.244287	0.260429
0.244771	0.260305
0.245514	0.260368
0.248329	0.260566
0.250094	0.260672
0.251453	0.260947
0.253315	0.261112
0.254831	0.261456
0.258009	0.262255
0.259779	0.262608
0.261179	0.263051
0.262748	0.263247
0.263663	0.263490
0.264778	0.263544
0.264842	0.263433
0.264328	0.263561
0.264169	0.263653
0.263723	0.264024
0.263236	0.265018
0.262935	0.265499
0.262034	0.266131
0.261297	0.266509
0.260116	0.266869
0.257794	0.266874
0.257008	0.266561
0.256165	0.266425
0.255936	0.266190
0.255625	0.266279
0.255751	0.266755
0.255916	0.267089
0.255587	0.267702
